MAP;ARG1;ARG2;ARG3;Vertices(n);Edges(m);BFS Calls(I);Augment Calls;Max Flow;Elapsed Time(s);#BFS Operations;AVG BFS Operations;Std Dev BFS Operations;C;r;s;t;uI
2;4;32;10000;130;380;168;167;32878;0.00594265;20968;124.81;3.52365;0.439474;0.00676113;0.960073;0.00199727;0.0017004
2;4;32;10000;130;380;168;167;32878;0.0059422;20968;124.81;3.52365;0.439474;0.00676113;0.960073;0.00199727;0.0017004
2;4;64;100;258;764;162;161;256;0.0114298;40902;252.481;6.57926;0.316754;0.00245546;0.97861;0.002064;0.000410934
2;4;64;1000;258;764;272;271;2950;0.0193822;68705;252.592;6.65751;0.370419;0.00287146;0.979038;0.00122989;0.000689963
2;4;64;10000;258;764;268;267;28025;0.0189485;67753;252.81;3.1095;0.349476;0.00270912;0.979883;0.00124916;0.000679817
2;4;64;10000;258;764;268;267;28025;0.0188708;67753;252.81;3.1095;0.349476;0.00270912;0.979883;0.00124916;0.000679817
2;4;128;100;514;1532;135;134;162;0.0188861;68532;507.644;15.6917;0.192559;0.000749256;0.987635;0.00246889;8.57199e-05
2;4;128;1000;514;1532;403;402;2282;0.0569409;204927;508.504;7.0166;0.283943;0.00110483;0.989307;0.00082779;0.00025589
2;4;128;10000;514;1532;500;499;25994;0.0746608;254461;508.922;1.74239;0.328329;0.00127754;0.990121;0.000668295;0.000317481
2;4;128;10000;514;1532;500;499;25994;0.0705404;254461;508.922;1.74239;0.328329;0.00127754;0.990121;0.000668295;0.000317481
2;8;2;100;18;40;24;23;1084;0.00016293;245;10.2083;0.406116;0.575;0.0638889;0.56713;0.015842;0.0166667
2;8;2;1000;18;40;25;24;10918;0.00012325;249;9.96;0.195959;0.6;0.0666667;0.553333;0.01496;0.0173611
2;8;2;10000;18;40;25;24;119918;8.223e-05;249;9.96;0.195959;0.6;0.0666667;0.553333;0.01496;0.0173611
2;8;2;10000;18;40;25;24;119918;8.206e-05;249;9.96;0.195959;0.6;0.0666667;0.553333;0.01496;0.0173611
2;8;4;100;34;88;45;44;896;0.000585719;1108;24.6222;1.80479;0.511364;0.0300802;0.724183;0.00785073;0.00752005
2;8;4;1000;34;88;41;40;7979;0.000308959;994;24.2439;3.06658;0.454545;0.026738;0.713056;0.00870018;0.0068516
2;8;4;10000;34;88;44;43;80795;0.000557579;1109;25.2045;1.43937;0.488636;0.0287433;0.74131;0.00800033;0.00735294
2;8;4;10000;34;88;44;43;80795;0.000579599;1109;25.2045;1.43937;0.488636;0.0287433;0.74131;0.00800033;0.00735294
2;8;8;100;66;184;73;72;632;0.00116396;3948;54.0822;4.25474;0.423913;0.0128458;0.819427;0.00454343;0.0030056
2;8;8;1000;66;184;73;72;6090;0.00118543;4021;55.0822;2.30992;0.391304;0.0118577;0.834579;0.00455363;0.0030056
2;8;8;10000;66;184;81;80;74728;0.00214046;4375;54.0123;4.61745;0.434783;0.0131752;0.818369;0.00408623;0.00333498
2;8;8;10000;66;184;81;80;74728;0.00162605;4375;54.0123;4.61745;0.434783;0.0131752;0.818369;0.00408623;0.00333498
2;8;16;100;130;376;116;115;540;0.00493877;13379;115.336;3.35781;0.348404;0.00536007;0.887202;0.00281374;0.00118658
2;8;16;1000;130;376;120;119;5113;0.00527711;13864;115.533;4.48504;0.316489;0.00486907;0.888718;0.00274675;0.0012275
2;8;16;10000;130;376;117;116;48281;0.00517355;13487;115.274;2.74757;0.308511;0.00474632;0.886719;0.00280801;0.00119681
2;8;16;10000;130;376;117;116;48281;0.00515056;13487;115.274;2.74757;0.308511;0.00474632;0.886719;0.00280801;0.00119681
2;8;32;100;258;760;200;199;529;0.0139516;47891;239.455;4.45623;0.332895;0.00258058;0.92812;0.00161882;0.000509996
2;8;32;1000;258;760;231;230;5113;0.015803;55269;239.26;11.2266;0.306579;0.00237658;0.927363;0.00139872;0.000589045
2;8;32;10000;258;760;245;244;48281;0.0167963;58642;239.355;9.0527;0.321053;0.00248878;0.927733;0.00132114;0.000624745
2;8;32;10000;258;760;245;244;48281;0.0169975;58642;239.355;9.0527;0.321053;0.00248878;0.927733;0.00132114;0.000624745
2;8;64;100;514;1528;328;327;529;0.045887;160055;487.973;17.233;0.336387;0.0013089;0.949363;0.000985623;0.000208813
2;8;64;1000;514;1528;458;457;5113;0.0629569;223985;489.05;19.6499;0.315445;0.00122741;0.95146;0.000706803;0.000291574
2;8;64;10000;514;1528;486;485;48281;0.0670998;237666;489.025;17.7625;0.318063;0.0012376;0.95141;0.000666711;0.0003094
2;8;64;10000;514;1528;486;485;48281;0.0686948;237666;489.025;17.7625;0.318063;0.0012376;0.95141;0.000666711;0.0003094
2;8;128;100;1026;3064;457;456;529;0.144035;449679;983.98;37.7928;0.336488;0.000655923;0.959045;0.000707865;7.26859e-05
2;8;128;1000;1026;3064;881;880;4857;0.249503;867848;985.072;6.37483;0.314948;0.000613933;0.960109;0.000367388;0.000140123
2;8;128;10000;1026;3064;925;924;48281;0.275743;911076;984.947;29.1799;0.30483;0.000594211;0.959987;0.000350022;0.000147121
2;8;128;10000;1026;3064;925;924;48281;0.265462;911076;984.947;29.1799;0.30483;0.000594211;0.959987;0.000350022;0.000147121
2;16;2;100;34;80;49;48;2694;0.000528369;881;17.9796;0.141392;0.6;0.0352941;0.528812;0.00720533;0.00900735
2;16;2;1000;34;80;49;48;19976;0.000548009;889;18.1429;0.349927;0.6;0.0352941;0.533613;0.00724698;0.00900735
2;16;2;10000;34;80;49;48;256043;0.000264369;900;18.3673;0.482082;0.6;0.0352941;0.540216;0.00730425;0.00900735
2;16;2;10000;34;80;49;48;256043;0.00026392;900;18.3673;0.482082;0.6;0.0352941;0.540216;0.00730425;0.00900735
2;16;4;100;66;176;70;69;1433;0.00143582;3231;46.1571;3.56024;0.403409;0.0122245;0.699351;0.00452806;0.00301309
2;16;4;1000;66;176;78;77;14982;0.00161263;3381;43.3462;5.62236;0.443182;0.0134298;0.65676;0.00406992;0.00335744
2;16;4;10000;66;176;78;77;176240;0.0015526;3382;43.359;4.94579;0.4375;0.0132576;0.656954;0.00401388;0.00335744
2;16;4;10000;66;176;78;77;176240;0.00100577;3382;43.359;4.94579;0.4375;0.0132576;0.656954;0.00401388;0.00335744
2;16;8;100;130;368;118;117;1053;0.00357588;12171;103.144;7.46322;0.334239;0.00514214;0.793416;0.00269709;0.00123328
2;16;8;1000;130;368;168;167;14051;0.00509532;17509;104.22;6.22249;0.456522;0.00702341;0.801694;0.00188708;0.00175585
2;16;8;10000;130;368;129;128;124888;0.00395236;13464;104.372;9.15251;0.347826;0.00535117;0.802862;0.00247571;0.00134824
2;16;8;10000;130;368;129;128;124888;0.00392154;13464;104.372;9.15251;0.347826;0.00535117;0.802862;0.00247571;0.00134824
2;16;16;100;258;752;226;225;1053;0.0146591;51104;226.124;11.3173;0.333777;0.00258742;0.876449;0.00140521;0.000582426
2;16;16;1000;258;752;280;279;12196;0.0183636;63253;225.904;4.4047;0.375;0.00290698;0.875595;0.00113868;0.00072159
2;16;16;10000;258;752;277;276;121559;0.0184215;63159;228.011;7.56225;0.368351;0.00285543;0.883763;0.00115946;0.000713859
2;16;16;10000;258;752;277;276;121559;0.0185566;63159;228.011;7.56225;0.368351;0.00285543;0.883763;0.00115946;0.000713859
2;16;32;100;514;1520;393;392;1053;0.0550293;187289;476.562;20.994;0.328289;0.00127739;0.927164;0.000821843;0.00025151
2;16;32;1000;514;1520;542;541;11866;0.0756659;258762;477.421;4.26348;0.368421;0.00143354;0.928834;0.000596113;0.000346867
2;16;32;10000;514;1520;563;562;113910;0.0794658;268517;476.94;5.00762;0.370395;0.00144122;0.927898;0.000573717;0.000360306
2;16;32;10000;514;1520;563;562;113910;0.076939;268517;476.94;5.00762;0.370395;0.00144122;0.927898;0.000573717;0.000360306
2;16;64;100;1026;3056;648;647;1053;0.185415;627593;968.508;35.6397;0.335733;0.00065445;0.943965;0.000496382;0.000103334
2;16;64;1000;1026;3056;1014;1013;11074;0.283817;979792;966.264;5.47643;0.35144;0.000685068;0.941778;0.000316678;0.000161699
2;16;64;10000;1026;3056;1078;1077;113910;0.306598;1042262;966.848;17.3128;0.354385;0.000690809;0.942347;0.000297274;0.000171905
2;16;64;10000;1026;3056;1078;1077;113910;0.305224;1042262;966.848;17.3128;0.354385;0.000690809;0.942347;0.000297274;0.000171905
2;16;128;100;2050;6128;903;902;1053;0.52756;1760957;1950.12;62.9125;0.342689;0.000334331;0.951277;0.000355194;3.59406e-05
2;16;128;1000;2050;6128;1761;1760;9976;1.03414;3438235;1952.43;21.2983;0.317396;0.000309813;0.952406;0.000182226;7.00901e-05
2;16;128;10000;2050;6128;1985;1984;105401;1.16179;3876321;1952.81;4.03472;0.327023;0.000319047;0.952589;0.000161725;7.90056e-05
2;16;128;10000;2050;6128;1985;1984;105401;1.19294;3876321;1952.81;4.03472;0.327023;0.000319047;0.952589;0.000161725;7.90056e-05
2;32;2;100;66;160;90;89;4659;0.000929508;3213;35.7;1.78543;0.55625;0.0168561;0.540909;0.00384491;0.00426136
2;32;2;1000;66;160;95;94;41481;0.000946469;3311;34.8526;1.07575;0.5875;0.017803;0.52807;0.00360596;0.00449811
2;32;2;10000;66;160;91;90;452273;0.000964018;3231;35.5055;1.18018;0.5625;0.0170455;0.537962;0.00378049;0.00430871
2;32;2;10000;66;160;91;90;452273;0.00116745;3231;35.5055;1.18018;0.5625;0.0170455;0.537962;0.00378049;0.00430871
2;32;4;100;130;352;157;156;3011;0.00464724;13621;86.758;7.85165;0.451705;0.0069493;0.667369;0.00205902;0.00171547
2;32;4;1000;130;352;162;161;30545;0.00418497;14120;87.1605;9.1799;0.457386;0.00703671;0.670465;0.00197459;0.0017701
2;32;4;10000;130;352;169;168;321888;0.00443279;14940;88.4024;6.15511;0.477273;0.00734266;0.680018;0.00192908;0.00184659
2;32;4;10000;130;352;169;168;321888;0.00439387;14940;88.4024;6.15511;0.477273;0.00734266;0.680018;0.00192908;0.00184659
2;32;8;100;258;736;300;299;2818;0.0186509;62533;208.443;12.1073;0.430707;0.00333881;0.80792;0.00107201;0.000789939
2;32;8;1000;258;736;309;308;25591;0.019194;64869;209.932;10.5508;0.419837;0.00325455;0.81369;0.00103546;0.000813638
2;32;8;10000;258;736;330;329;250330;0.0212872;68905;208.803;9.68789;0.445652;0.0034652;0.809314;0.000970451;0.000868933
2;32;8;10000;258;736;330;329;250330;0.0201618;68905;208.803;9.68789;0.445652;0.0034652;0.809314;0.000970451;0.000868933
2;32;16;100;514;1504;569;568;2605;0.0768449;257654;452.819;9.29296;0.424867;0.00166094;0.880971;0.000561496;0.00036802
2;32;16;1000;514;1504;660;659;25038;0.0898823;298269;451.923;11.3238;0.443484;0.00173079;0.879227;0.000482826;0.000426877
2;32;16;10000;514;1504;587;586;232430;0.0784822;266237;453.555;10.75;0.390957;0.00152124;0.882403;0.000545364;0.000379662
2;32;16;10000;514;1504;587;586;232430;0.0795423;266237;453.555;10.75;0.390957;0.00152124;0.882403;0.000545364;0.000379662
2;32;32;100;1026;3040;974;973;2547;0.274923;908096;932.337;14.1172;0.408553;0.00079704;0.90871;0.000325396;0.000156138
2;32;32;1000;1026;3040;1162;1161;23474;0.330805;1090929;938.837;14.8973;0.391447;0.000763697;0.915046;0.000274867;0.000186275
2;32;32;10000;1026;3040;1152;1151;228003;0.321977;1077768;935.562;14.2763;0.378947;0.00073933;0.911854;0.000275628;0.000184672
2;32;32;10000;1026;3040;1152;1151;228003;0.317801;1077768;935.562;14.2763;0.378947;0.00073933;0.911854;0.000275628;0.000184672
2;32;64;100;2050;6112;1424;1423;2332;0.834512;2738136;1922.85;13.2205;0.369437;0.000360427;0.937975;0.000224366;5.68254e-05
2;32;64;1000;2050;6112;2146;2145;21889;1.27802;4117378;1918.63;18.9962;0.369274;0.000360267;0.935917;0.000148597;8.56372e-05
2;32;64;10000;2050;6112;2146;2145;219925;1.22424;4126676;1922.96;9.20434;0.352749;0.000344145;0.93803;0.000148858;8.56372e-05
2;32;64;10000;2050;6112;2146;2145;219925;1.45577;4126676;1922.96;9.20434;0.352749;0.000344145;0.93803;0.000148858;8.56372e-05
2;32;128;100;4098;12256;2016;2015;2332;2.38251;7786842;3862.52;54.1441;0.375163;0.000183175;0.942538;0.00015748;2.00697e-05
2;32;128;1000;4098;12256;3907;3906;21616;4.57133;15097514;3864.22;26.0648;0.352725;0.000172185;0.942953;8.13242e-05;3.88949e-05
2;32;128;10000;4098;12256;4223;4222;219925;4.94637;16324569;3865.63;35.7952;0.347585;0.000169636;0.943298;7.52322e-05;4.20407e-05
2;32;128;10000;4098;12256;4223;4222;219925;4.90677;16324569;3865.63;35.7952;0.347585;0.000169636;0.943298;7.52322e-05;4.20407e-05
2;64;2;100;130;320;187;186;9412;0.00344041;12617;67.4706;1.99811;0.58125;0.00894231;0.519005;0.00179507;0.0022476
2;64;2;1000;130;320;188;187;90112;0.00347967;12800;68.0851;2.45018;0.584375;0.00899038;0.523732;0.00179504;0.00225962
2;64;2;10000;130;320;184;183;922618;0.00339523;12433;67.5707;2.29731;0.571875;0.00879808;0.519774;0.0018275;0.00221154
2;64;2;10000;130;320;184;183;922618;0.0033931;12433;67.5707;2.29731;0.571875;0.00879808;0.519774;0.0018275;0.00221154
2;64;4;100;258;704;306;305;6069;0.0173435;51070;166.895;12.9252;0.444602;0.00344653;0.646881;0.0010195;0.000842363
2;64;4;1000;258;704;298;297;53886;0.0145524;49088;164.725;16.4639;0.423295;0.00328136;0.638468;0.00102159;0.00082034
2;64;4;10000;258;704;315;314;601249;0.0156593;53205;168.905;13.2525;0.446023;0.00345754;0.65467;0.000992121;0.000867138
2;64;4;10000;258;704;315;314;601249;0.0162724;53205;168.905;13.2525;0.446023;0.00345754;0.65467;0.000992121;0.000867138
2;64;8;100;514;1472;586;585;5359;0.0709297;237517;405.319;27.968;0.425951;0.00166004;0.788559;0.000537571;0.000387255
2;64;8;1000;514;1472;604;603;50315;0.072466;248638;411.652;22.5297;0.411685;0.00160189;0.80088;0.000525108;0.00039915
2;64;8;10000;514;1472;610;609;498626;0.0751304;250821;411.182;20.673;0.413723;0.00160982;0.799965;0.000514955;0.000403115
2;64;8;10000;514;1472;610;609;498626;0.0847566;250821;411.182;20.673;0.413723;0.00160982;0.799965;0.000514955;0.000403115
2;64;16;100;1026;3008;1179;1178;5268;0.326702;1057397;896.859;18.8353;0.447141;0.000873564;0.874132;0.0002694;0.000191011
2;64;16;1000;1026;3008;1214;1213;48201;0.326323;1085188;893.895;22.4729;0.407912;0.000795799;0.871242;0.000262046;0.000196681
2;64;16;10000;1026;3008;1158;1157;452053;0.32884;1041389;899.3;18.9855;0.384309;0.000751084;0.87651;0.000276125;0.000187609
2;64;16;10000;1026;3008;1158;1157;452053;0.315274;1041389;899.3;18.9855;0.384309;0.000751084;0.87651;0.000276125;0.000187609
2;64;32;100;2050;6080;1855;1854;4865;1.05264;3453133;1861.53;17.0257;0.394243;0.000384788;0.908062;0.000169944;7.44143e-05
2;64;32;1000;2050;6080;2350;2349;46266;1.31244;4369825;1859.5;19.6881;0.396053;0.000387356;0.907073;0.000133859;9.42715e-05
2;64;32;10000;2050;6080;2256;2255;452053;1.25991;4205836;1864.29;33.0988;0.372204;0.000363286;0.909409;0.000140044;9.05006e-05
2;64;32;10000;2050;6080;2256;2255;452053;1.25947;4205836;1864.29;33.0988;0.372204;0.000363286;0.909409;0.000140044;9.05006e-05
2;64;64;100;4098;12224;3038;3037;4815;3.44918;11469784;3775.44;36.876;0.405923;0.000198347;0.921288;0.000103201;3.0323e-05
2;64;64;1000;4098;12224;4420;4419;44751;5.07902;16695531;3777.27;32.0741;0.379009;0.000185132;0.921735;7.09879e-05;4.41171e-05
2;64;64;10000;4098;12224;4458;4457;452053;5.06719;16848829;3779.46;51.0688;0.366738;0.000179064;0.922269;7.0374e-05;4.44964e-05
2;64;64;10000;4098;12224;4458;4457;452053;5.00372;16848829;3779.46;51.0688;0.366738;0.000179064;0.922269;7.0374e-05;4.44964e-05
2;64;128;100;8194;24512;4001;4000;4653;9.13246;30529516;7630.47;62.9557;0.386423;9.43982e-05;0.931227;7.84489e-05;9.9601e-06
2;64;128;1000;8194;24512;8280;8279;44751;19.2725;63204867;7633.44;64.9477;0.37447;9.15005e-05;0.931589;3.78961e-05;2.06123e-05
2;64;128;10000;8194;24512;8296;8295;423811;18.947;63283512;7628.2;44.312;0.341139;8.32755e-05;0.930949;3.78088e-05;2.06521e-05
2;64;128;10000;8194;24512;8296;8295;423811;18.9027;63283512;7628.2;44.312;0.341139;8.32755e-05;0.930949;3.78088e-05;2.06521e-05
2;128;2;100;258;640;378;377;18453;0.0160415;49889;131.981;2.91995;0.589063;0.00456638;0.511556;0.000899397;0.00114462
2;128;2;1000;258;640;376;375;182627;0.0141276;49365;131.29;2.30714;0.585938;0.00454215;0.508876;0.000904392;0.00113857
2;128;2;10000;258;640;373;372;1890127;0.0146353;49664;133.147;4.11721;0.58125;0.00450581;0.516075;0.000915888;0.00112948
2;128;2;10000;258;640;373;372;1890127;0.0160635;49664;133.147;4.11721;0.58125;0.00450581;0.516075;0.000915888;0.00112948
2;128;4;100;514;1408;644;643;12617;0.0632145;217601;337.89;29.7534;0.465909;0.00181288;0.657373;0.000483644;0.000444928
2;128;4;1000;514;1408;652;651;121848;0.0650519;219725;337.002;30.9926;0.463068;0.00180182;0.655645;0.000480893;0.000450455
2;128;4;10000;514;1408;635;634;1190171;0.064045;211343;332.824;32.8304;0.450284;0.00175208;0.647517;0.000484598;0.00043871
2;128;4;10000;514;1408;635;634;1190171;0.0637312;211343;332.824;32.8304;0.450284;0.00175208;0.647517;0.000484598;0.00043871
2;128;8;100;1026;2944;1165;1164;10147;0.287239;942722;809.203;49.425;0.415421;0.00081045;0.788697;0.000268948;0.000192846
2;128;8;1000;1026;2944;1360;1359;105570;0.340841;1095919;805.823;54.5451;0.464334;0.000905135;0.785402;0.000228988;0.000225125
2;128;8;10000;1026;2944;1264;1263;1029316;0.30477;1011852;800.516;56.855;0.429008;0.000836935;0.78023;0.000246403;0.000209234
2;128;8;10000;1026;2944;1264;1263;1029316;0.308095;1011852;800.516;56.855;0.429008;0.000836935;0.78023;0.000246403;0.000209234
2;128;16;100;2050;6016;2343;2342;10145;1.27765;4149445;1771;48.5516;0.454455;0.000444668;0.863901;0.000133706;9.49906e-05
2;128;16;1000;2050;6016;2699;2698;100643;1.46791;4786448;1773.42;43.6838;0.455785;0.000445479;0.865081;0.000115983;0.000109424
2;128;16;10000;2050;6016;2729;2728;1029316;1.50112;4866377;1783.21;38.2334;0.453125;0.00044256;0.869858;0.000114987;0.00011064
2;128;16;10000;2050;6016;2729;2728;1029316;1.48625;4866377;1783.21;38.2334;0.453125;0.00044256;0.869858;0.000114987;0.00011064
2;128;32;100;4098;12160;3951;3950;9761;4.46985;14703417;3721.44;42.1703;0.422039;0.000206214;0.908112;7.98312e-05;3.96435e-05
2;128;32;1000;4098;12160;4789;4788;94166;5.39835;17798686;3716.58;49.8321;0.404687;0.000197625;0.906925;6.57951e-05;4.80518e-05
2;128;32;10000;4098;12160;5034;5033;975626;5.71978;18669107;3708.6;54.7433;0.414227;0.000202321;0.904979;6.24403e-05;5.051e-05
2;128;32;10000;4098;12160;5034;5033;975626;5.6067;18669107;3708.6;54.7433;0.414227;0.000202321;0.904979;6.24403e-05;5.051e-05
2;128;64;100;8194;24448;6301;6300;9761;14.3317;47861770;7595.9;76.1751;0.426415;0.00010425;0.927008;5.00471e-05;1.57268e-05
2;128;64;1000;8194;24448;9532;9531;93992;22.0339;72526738;7608.76;43.391;0.41034;0.000100256;0.928577;3.31276e-05;2.37911e-05
2;128;64;10000;8194;24448;10360;10359;968882;23.8564;78742364;7600.61;45.4157;0.42527;0.00010401;0.927583;3.04651e-05;2.58577e-05
2;128;64;10000;8194;24448;10360;10359;968882;23.8523;78742364;7600.61;45.4157;0.42527;0.00010401;0.927583;3.04651e-05;2.58577e-05
2;128;128;100;16386;49024;8097;8096;9327;37.4276;124396621;15363.3;52.3341;0.393746;4.80713e-05;0.937587;3.89799e-05;5.03979e-06
2;128;128;1000;16386;49024;17860;17859;93992;84.104;274211294;15353.4;90.3127;0.407025;4.97195e-05;0.936981;1.76623e-05;1.11165e-05
2;128;128;10000;16386;49024;19523;19522;940023;92.7249;299857632;15359.2;55.5035;0.402048;4.91145e-05;0.937337;1.61676e-05;1.21516e-05
2;128;128;10000;16386;49024;19523;19522;940023;93.0904;299857632;15359.2;55.5035;0.402048;4.91145e-05;0.937337;1.61676e-05;1.21516e-05
